mtry	AUC
17	0.7933812597440646
34	0.7857591550609844
2	0.7840924491564736
4	0.8028086117476362
8	0.8127118276813399
17	0.8132227214147946
34	0.8064626647553477
2	0.7935878932067957
4	0.8120207127859567
8	0.8221528793601964
17	0.8237206509645534
34	0.8176853085664061
2	0.7692105916892502
4	0.781843606236899
8	0.7879237831036612
17	0.7859087654727899
34	0.7778912283363503
2	0.7760765268753074
4	0.7906815569925326
8	0.7998711808498394
17	0.7982829789720034
34	0.7889234543777227
2	0.7600161276258838
4	0.7766653779214755
8	0.7880909171366488
17	0.7904826228667692
34	0.7832795356331942
2	0.7841439675738456
4	0.796303509519973
8	0.802521239880996
17	0.799367955499053
34	0.7901803571864547
2	0.7855119409479165
4	0.8026457890817646
8	0.811558210649674
17	0.8102446222354759
34	0.7990485738351593
2	0.754299563936759
4	0.7706025311025311
8	0.7816718866078622
17	0.7798449529669041
34	0.7689446624324673
2	0.7883120481108286
4	0.8028433363677266
8	0.8121965127148054
17	0.8121014267752072
34	0.8052500156951377
2	0.804573645073645
4	0.8209960426454329
8	0.8284774181847353
17	0.8280073453244186
34	0.8243652175694859
2	0.7607715428843478
4	0.7710860006347812
8	0.7755996588923418
17	0.7701499182108938
34	0.7575113275296202
2	0.7661511446115105
4	0.7830697879935685
8	0.7931611084080596
17	0.7948271097752805
34	0.7920527029642883
2	0.7940205798132628
4	0.8091848520994862
8	0.8170542040298138
17	0.8158943490528856
34	0.8077898115885921
2	0.7969548062871233
4	0.8103259810332981
8	0.8162228788021471
17	0.8137318224147493
34	0.8039779928011636
2	0.7769692196551953
4	0.7943808412070608
8	0.8037829937951889
17	0.8028690772654188
34	0.7932390539494198
2	0.7759623848587264
4	0.7920873761392054
8	0.8016959306867844
17	0.7989155322569956
34	0.7902637567881471
2	0.7868200338840583
4	0.8006844004283029
8	0.8081923430399041
17	0.8073438952890173
34	0.8000629601727163
2	0.8067379958355568
4	0.8225480484840241
8	0.8312414954152759
17	0.8310722460265143
34	0.8257208349464447
2	0.7923351421979471
4	0.808295063792015
8	0.8182234904765393
17	0.8192089044619533
34	0.8124173520210105
2	0.782754109074231
4	0.7986966796936309
8	0.8073225590573152
17	0.8044248246504344
34	0.793866715147203
2	0.7800018594378351
4	0.7946635878038317
8	0.8020073932817835
17	0.8022524100755808
34	0.7956301022276632
2	0.7645714874281948
4	0.7814973989669112
8	0.7928971532508118
17	0.795877602776993
34	0.7930005148877101
